GR,NPHI,RHOB,RT,DEPTH
28.822,0.226,2.184,2.8,3528.7
28.909,0.228,2.182,2.77,3528.8
28.011,0.23,2.183,2.684,3528.9
26.841,0.231,2.185,2.564,3529.0
27.427,0.23,2.187,2.454,3529.1
27.247,0.225,2.187,2.293,3529.2
28.902,0.228,2.185,2.188,3529.3
28.915,0.228,2.182,2.158,3529.4
27.616,0.228,2.18,2.114,3529.5
27.719,0.228,2.18,2.024,3529.6
27.719,0.228,2.181,1.974,3529.7
27.49,0.226,2.181,1.925,3529.8
29.051,0.226,2.181,1.895,3529.9
28.267,0.23,2.183,1.839,3530.0
26.462,0.235,2.188,1.747,3530.1
25.668,0.237,2.192,1.687,3530.2
25.822,0.234,2.193,1.66,3530.3
25.512,0.229,2.191,1.637,3530.4
26.202,0.226,2.187,1.573,3530.5
26.547,0.228,2.187,1.522,3530.6
28.796,0.231,2.19,1.478,3530.7
27.888,0.23,2.194,1.441,3530.8
27.648,0.229,2.196,1.419,3530.9
28.828,0.227,2.195,1.413,3531.0
28.597,0.224,2.193,1.403,3531.1
27.238,0.225,2.192,1.42,3531.2
26.22,0.226,2.193,1.391,3531.3
26.302,0.229,2.194,1.38,3531.4
26.316,0.234,2.195,1.372,3531.5
26.767,0.239,2.196,1.333,3531.6
27.841,0.241,2.194,1.311,3531.7
28.636,0.241,2.191,1.318,3531.8
28.724,0.241,2.188,1.299,3531.9
27.634,0.243,2.186,1.258,3532.0
26.402,0.244,2.187,1.236,3532.1
25.857,0.243,2.189,1.197,3532.2
24.347,0.238,2.191,1.175,3532.3
25.486,0.233,2.192,1.169,3532.4
26.719,0.232,2.193,1.167,3532.5
25.246,0.233,2.193,1.13,3532.6
23.7,0.233,2.191,1.125,3532.7
24.527,0.231,2.187,1.105,3532.8
23.941,0.229,2.183,1.108,3532.9
24.248,0.227,2.181,1.096,3533.0
23.489,0.225,2.18,1.094,3533.1
24.776,0.226,2.18,1.1,3533.2
24.993,0.226,2.181,1.106,3533.3
24.601,0.23,2.181,1.107,3533.4
24.654,0.23,2.18,1.127,3533.5
24.466,0.228,2.178,1.136,3533.6
25.961,0.227,2.178,1.152,3533.7
24.795,0.228,2.179,1.153,3533.8
25.143,0.232,2.179,1.176,3533.9
25.531,0.235,2.18,1.189,3534.0
26.622,0.237,2.18,1.226,3534.1
25.492,0.236,2.181,1.259,3534.2
24.191,0.235,2.181,1.302,3534.3
25.344,0.234,2.181,1.303,3534.4
25.131,0.232,2.181,1.317,3534.5
23.778,0.229,2.184,1.342,3534.6
24.553,0.226,2.187,1.355,3534.7
24.901,0.224,2.191,1.388,3534.8
25.229,0.223,2.192,1.375,3534.9
25.405,0.224,2.192,1.407,3535.0
25.365,0.228,2.191,1.4,3535.1
25.323,0.231,2.189,1.422,3535.2
24.353,0.235,2.188,1.409,3535.3
24.422,0.237,2.187,1.428,3535.4
24.796,0.236,2.187,1.415,3535.5
25.629,0.235,2.188,1.396,3535.6
26.574,0.233,2.189,1.397,3535.7
26.143,0.232,2.19,1.409,3535.8
24.501,0.23,2.192,1.402,3535.9
23.179,0.226,2.194,1.395,3536.0
24.192,0.222,2.194,1.392,3536.1
23.062,0.219,2.194,1.394,3536.2
23.352,0.218,2.193,1.352,3536.3
23.203,0.22,2.195,1.346,3536.4
23.332,0.223,2.198,1.339,3536.5
24.549,0.226,2.201,1.326,3536.6
24.894,0.224,2.203,1.333,3536.7
24.679,0.227,2.203,1.341,3536.8
24.852,0.227,2.201,1.368,3536.9
25.337,0.223,2.198,1.371,3537.0
27.315,0.224,2.194,1.369,3537.1
27.279,0.223,2.192,1.378,3537.2
26.788,0.223,2.193,1.346,3537.3
27.17,0.225,2.195,1.35,3537.4
28.041,0.226,2.197,1.357,3537.5
28.237,0.227,2.197,1.364,3537.6
27.717,0.224,2.196,1.376,3537.7
27.793,0.22,2.194,1.379,3537.8
28.132,0.214,2.192,1.379,3537.9
28.622,0.216,2.191,1.376,3538.0
26.242,0.218,2.191,1.353,3538.1
24.55,0.219,2.194,1.395,3538.2
26.828,0.221,2.198,1.323,3538.3
27.64,0.223,2.202,1.399,3538.4
29.784,0.226,2.207,1.449,3538.5
31.535,0.226,2.213,1.843,3538.6
34.605,0.221,2.221,2.159,3538.7
36.161,0.214,2.23,2.612,3538.8
36.712,0.206,2.237,2.995,3538.9
38.093,0.203,2.243,3.352,3539.0
40.33,0.205,2.25,3.727,3539.1
40.252,0.206,2.256,3.924,3539.2
40.15,0.208,2.26,4.271,3539.3
40.174,0.208,2.261,4.714,3539.4
40.37,0.204,2.261,5.456,3539.5
40.306,0.199,2.262,6.324,3539.6
40.261,0.196,2.265,6.334,3539.7
42.139,0.195,2.27,6.002,3539.8
43.189,0.196,2.279,6.396,3539.9
43.585,0.196,2.294,5.632,3540.0
42.895,0.195,2.314,4.946,3540.1
42.614,0.193,2.335,4.705,3540.2
43.437,0.194,2.353,4.84,3540.3
46.56,0.194,2.365,5.391,3540.4
50.557,0.195,2.373,5.627,3540.5
52.794,0.195,2.379,5.498,3540.6
52.161,0.192,2.387,5.503,3540.7
54.142,0.193,2.396,5.255,3540.8
52.159,0.194,2.4,5.29,3540.9
49.771,0.196,2.398,5.282,3541.0
50.417,0.195,2.392,5.568,3541.1
48.187,0.193,2.387,5.703,3541.2
48.991,0.193,2.387,5.967,3541.3
48.391,0.192,2.389,6.018,3541.4
48.468,0.191,2.392,6.158,3541.5
49.374,0.189,2.393,6.397,3541.6
47.904,0.186,2.392,6.556,3541.7
46.249,0.183,2.392,6.983,3541.8
45.158,0.181,2.394,6.982,3541.9
44.791,0.182,2.399,7.519,3542.0
43.788,0.181,2.405,7.833,3542.1
44.155,0.183,2.408,8.219,3542.2
44.854,0.185,2.41,8.324,3542.3
45.977,0.185,2.411,8.431,3542.4
45.289,0.183,2.413,8.704,3542.5
44.836,0.179,2.414,8.783,3542.6
44.857,0.179,2.412,8.893,3542.7
45.931,0.174,2.409,8.889,3542.8
47.959,0.174,2.406,8.852,3542.9
47.744,0.175,2.406,8.896,3543.0
46.28,0.177,2.407,8.905,3543.1
46.983,0.181,2.411,8.727,3543.2
47.296,0.184,2.414,8.513,3543.3
46.559,0.186,2.416,8.434,3543.4
47.586,0.186,2.419,8.289,3543.5
48.104,0.187,2.421,8.091,3543.6
47.534,0.185,2.422,8.015,3543.7
47.348,0.186,2.42,8.043,3543.8
47.393,0.188,2.415,8.091,3543.9
48.336,0.191,2.41,8.015,3544.0
47.435,0.19,2.407,8.012,3544.1
49.534,0.193,2.408,7.86,3544.2
51.432,0.197,2.413,7.47,3544.3
51.209,0.2,2.42,7.347,3544.4
51.887,0.201,2.429,7.266,3544.5
51.211,0.2,2.437,7.301,3544.6
51.144,0.197,2.446,7.356,3544.7
54.35,0.196,2.455,7.305,3544.8
56.55,0.197,2.461,7.306,3544.9
55.077,0.199,2.467,7.254,3545.0
57.001,0.203,2.473,7.209,3545.1
58.34,0.206,2.479,6.669,3545.2
58.78,0.207,2.485,6.149,3545.3
59.877,0.206,2.491,5.984,3545.4
60.021,0.2,2.496,6.109,3545.5
59.772,0.198,2.5,6.127,3545.6
61.261,0.198,2.505,6.034,3545.7
61.33,0.198,2.512,6.148,3545.8
63.893,0.197,2.518,5.86,3545.9
64.105,0.196,2.521,5.633,3546.0
63.777,0.194,2.519,5.37,3546.1
65.328,0.193,2.514,5.323,3546.2
65.264,0.201,2.511,5.142,3546.3
65.931,0.207,2.509,4.851,3546.4
67.549,0.208,2.505,4.732,3546.5
68.68,0.207,2.497,4.737,3546.6
71.362,0.204,2.486,4.978,3546.7
71.281,0.2,2.476,5.262,3546.8
66.449,0.196,2.47,5.565,3546.9
67.62,0.192,2.469,5.71,3547.0
68.553,0.192,2.469,5.837,3547.1
69.659,0.193,2.468,5.814,3547.2
70.993,0.197,2.463,5.862,3547.3
69.835,0.196,2.457,5.792,3547.4
66.249,0.194,2.452,5.858,3547.5
65.073,0.192,2.447,5.649,3547.6
66.593,0.19,2.441,5.95,3547.7
65.894,0.189,2.435,6.04,3547.8
68.267,0.188,2.43,6.193,3547.9
66.402,0.197,2.427,5.929,3548.0
63.239,0.192,2.423,5.788,3548.1
59.415,0.196,2.418,5.768,3548.2
58.15,0.2,2.409,5.883,3548.3
60.788,0.201,2.401,5.774,3548.4
61.351,0.201,2.393,5.804,3548.5
62.077,0.2,2.387,5.726,3548.6
63.698,0.196,2.383,5.694,3548.7
64.425,0.194,2.379,5.688,3548.8
62.915,0.191,2.377,5.672,3548.9
62.52,0.192,2.375,5.653,3549.0
61.147,0.196,2.374,5.718,3549.1
59.005,0.199,2.373,5.672,3549.2
58.912,0.201,2.372,5.645,3549.3
58.28,0.201,2.368,5.704,3549.4
57.461,0.197,2.363,5.614,3549.5
54.767,0.199,2.358,5.688,3549.6
55.56,0.198,2.354,5.722,3549.7
55.616,0.196,2.349,5.833,3549.8
54.883,0.194,2.345,5.821,3549.9
55.302,0.192,2.341,5.959,3550.0
55.914,0.192,2.337,5.964,3550.1
54.437,0.194,2.335,6.022,3550.2
55.433,0.197,2.335,5.91,3550.3
55.893,0.2,2.337,5.894,3550.4
56.365,0.2,2.34,5.917,3550.5
55.482,0.195,2.343,5.968,3550.6
57.519,0.198,2.348,5.891,3550.7
57.839,0.199,2.353,5.925,3550.8
58.538,0.2,2.354,6.029,3550.9
58.64,0.198,2.353,6.165,3551.0
58.387,0.197,2.352,6.198,3551.1
58.476,0.196,2.355,6.345,3551.2
59.746,0.196,2.361,6.406,3551.3
59.686,0.196,2.369,6.644,3551.4
59.263,0.195,2.373,6.666,3551.5
59.762,0.194,2.375,6.58,3551.6
59.582,0.193,2.373,6.597,3551.7
60.925,0.193,2.371,6.826,3551.8
60.208,0.195,2.368,6.91,3551.9
59.992,0.196,2.368,6.997,3552.0
59.961,0.197,2.367,7.312,3552.1
60.874,0.199,2.366,7.268,3552.2
58.124,0.201,2.365,7.268,3552.3
58.96,0.2,2.363,7.24,3552.4
58.281,0.197,2.361,7.216,3552.5
57.465,0.194,2.359,7.082,3552.6
57.099,0.194,2.356,7.193,3552.7
57.6,0.195,2.353,6.956,3552.8
56.95,0.196,2.351,7.072,3552.9
58.871,0.197,2.349,6.786,3553.0
60.39,0.198,2.348,6.523,3553.1
59.228,0.199,2.35,6.229,3553.2
59.655,0.2,2.353,5.81,3553.3
59.97,0.199,2.359,5.86,3553.4
59.089,0.198,2.363,5.641,3553.5
57.09,0.199,2.368,5.685,3553.6
57.789,0.201,2.373,5.666,3553.7
57.842,0.202,2.378,5.583,3553.8
58.295,0.202,2.384,5.399,3553.9
59.438,0.2,2.391,5.392,3554.0
60.379,0.195,2.4,5.561,3554.1
61.687,0.195,2.409,5.707,3554.2
62.035,0.199,2.415,5.593,3554.3
60.752,0.206,2.419,5.572,3554.4
61.02,0.212,2.423,5.66,3554.5
60.122,0.215,2.429,5.578,3554.6
58.684,0.213,2.436,5.469,3554.7
58.81,0.207,2.443,5.515,3554.8
60.312,0.201,2.446,5.459,3554.9
60.411,0.196,2.446,5.342,3555.0
59.9,0.195,2.443,5.368,3555.1
60.208,0.195,2.445,5.311,3555.2
61.502,0.197,2.452,5.302,3555.3
62.136,0.198,2.463,5.21,3555.4
62.516,0.199,2.474,5.159,3555.5
60.856,0.199,2.483,5.188,3555.6
62.345,0.199,2.49,5.213,3555.7
62.307,0.198,2.496,5.001,3555.8
61.568,0.198,2.499,4.918,3555.9
60.759,0.198,2.496,4.733,3556.0
62.381,0.2,2.486,4.611,3556.1
63.194,0.204,2.475,4.534,3556.2
62.192,0.205,2.468,4.552,3556.3
59.563,0.204,2.464,4.4,3556.4
60.159,0.202,2.458,4.396,3556.5
61.116,0.202,2.449,4.272,3556.6
60.118,0.208,2.437,4.095,3556.7
62.254,0.209,2.423,4.07,3556.8
64.242,0.209,2.411,3.98,3556.9
62.416,0.207,2.403,3.967,3557.0
61.187,0.206,2.399,3.887,3557.1
61.557,0.209,2.399,3.842,3557.2
61.736,0.215,2.401,3.722,3557.3
61.05,0.215,2.403,3.716,3557.4
64.152,0.215,2.407,3.679,3557.5
64.689,0.214,2.415,3.586,3557.6
63.958,0.212,2.43,3.539,3557.7
62.586,0.212,2.449,3.484,3557.8
62.242,0.212,2.468,3.495,3557.9
62.345,0.21,2.485,3.506,3558.0
63.134,0.211,2.499,3.593,3558.1
61.292,0.213,2.508,3.641,3558.2
64.77,0.215,2.513,3.693,3558.3
63.86,0.216,2.514,3.764,3558.4
65.032,0.222,2.514,3.786,3558.5
64.507,0.226,2.517,3.803,3558.6
62.43,0.228,2.522,3.785,3558.7
59.193,0.231,2.529,3.78,3558.8
57.926,0.233,2.538,3.789,3558.9
56.196,0.234,2.551,3.687,3559.0
54.014,0.239,2.568,3.607,3559.1
53.499,0.244,2.588,3.55,3559.2
55.098,0.247,2.606,3.508,3559.3
53.971,0.247,2.617,3.544,3559.4
53.341,0.244,2.616,3.631,3559.5
50.311,0.242,2.604,3.737,3559.6
52.892,0.24,2.586,3.842,3559.7
58.795,0.235,2.565,3.907,3559.8
59.633,0.229,2.542,3.973,3559.9
59.66,0.22,2.515,4.098,3560.0
59.325,0.215,2.484,4.237,3560.1
61.469,0.212,2.458,4.381,3560.2
62.569,0.212,2.439,4.562,3560.3
62.003,0.209,2.429,4.625,3560.4
62.831,0.207,2.424,4.775,3560.5
64.226,0.203,2.42,4.986,3560.6
65.989,0.202,2.416,5.151,3560.7
65.254,0.202,2.412,5.236,3560.8
65.063,0.205,2.408,5.223,3560.9
65.248,0.204,2.406,5.354,3561.0
65.932,0.203,2.407,5.436,3561.1
64.876,0.202,2.412,5.54,3561.2
62.413,0.201,2.419,5.543,3561.3
62.342,0.203,2.428,5.507,3561.4
63.43,0.204,2.435,5.468,3561.5
63.986,0.205,2.44,5.398,3561.6
63.315,0.204,2.443,5.339,3561.7
62.125,0.201,2.446,5.234,3561.8
61.465,0.205,2.446,5.171,3561.9
58.758,0.207,2.444,4.98,3562.0
57.838,0.209,2.441,4.858,3562.1
60.402,0.211,2.438,4.647,3562.2
60.072,0.212,2.436,4.692,3562.3
58.277,0.215,2.435,4.613,3562.4
59.07,0.216,2.434,4.692,3562.5
59.391,0.213,2.434,4.733,3562.6
58.924,0.212,2.435,4.836,3562.7
61.206,0.21,2.436,4.73,3562.8
65.672,0.212,2.436,4.752,3562.9
65.126,0.212,2.435,4.72,3563.0
64.292,0.207,2.432,4.798,3563.1
62.264,0.208,2.428,4.736,3563.2
64.092,0.208,2.422,4.922,3563.3
64.477,0.209,2.412,4.984,3563.4
60.293,0.21,2.402,5.021,3563.5
62.772,0.215,2.391,5.156,3563.6
62.391,0.214,2.381,5.123,3563.7
61.495,0.212,2.374,5.215,3563.8
59.888,0.211,2.371,5.124,3563.9
60.042,0.211,2.372,5.19,3564.0
62.498,0.211,2.376,5.193,3564.1
62.943,0.21,2.381,5.306,3564.2
62.942,0.21,2.386,5.198,3564.3
63.106,0.21,2.387,5.229,3564.4
61.102,0.211,2.385,5.117,3564.5
61.127,0.212,2.381,5.109,3564.6
61.363,0.211,2.376,5.124,3564.7
59.702,0.208,2.374,5.069,3564.8
61.53,0.202,2.373,5.088,3564.9
62.738,0.199,2.37,5.107,3565.0
61.704,0.2,2.366,4.99,3565.1
61.019,0.203,2.363,5.114,3565.2
62.095,0.206,2.363,4.995,3565.3
59.762,0.205,2.369,5.212,3565.4
58.075,0.2,2.38,5.142,3565.5
57.472,0.188,2.394,5.444,3565.6
53.69,0.179,2.408,5.356,3565.7
51.498,0.176,2.417,6.038,3565.8
52.52,0.175,2.42,7.142,3565.9
50.924,0.176,2.421,7.641,3566.0
48.998,0.181,2.428,8.171,3566.1
47.927,0.18,2.439,8.846,3566.2
47.137,0.177,2.449,9.709,3566.3
50.048,0.175,2.452,10.153,3566.4
50.051,0.175,2.448,10.579,3566.5
48.271,0.178,2.44,10.906,3566.6
48.17,0.18,2.432,11.597,3566.7
47.088,0.183,2.425,11.967,3566.8
46.079,0.183,2.418,12.128,3566.9
44.747,0.182,2.411,11.951,3567.0
44.021,0.181,2.404,12.798,3567.1
44.444,0.181,2.398,12.937,3567.2
45.18,0.181,2.397,13.364,3567.3
45.141,0.179,2.398,13.235,3567.4
43.835,0.18,2.4,13.651,3567.5
43.271,0.182,2.399,13.323,3567.6
41.22,0.181,2.396,13.379,3567.7
41.645,0.18,2.391,13.219,3567.8
42.446,0.181,2.39,13.609,3567.9
40.717,0.181,2.395,13.404,3568.0
40.517,0.181,2.403,13.653,3568.1
41.046,0.179,2.411,13.922,3568.2
41.226,0.176,2.416,14.433,3568.3
40.878,0.172,2.419,14.704,3568.4
41.18,0.169,2.42,15.499,3568.5
40.528,0.166,2.421,16.227,3568.6
40.233,0.164,2.422,16.631,3568.7
37.433,0.162,2.421,16.806,3568.8
38.418,0.162,2.417,18.072,3568.9
38.957,0.159,2.41,18.867,3569.0
37.808,0.16,2.403,19.053,3569.1
37.932,0.161,2.395,20.386,3569.2
35.212,0.165,2.389,21.94,3569.3
33.939,0.166,2.384,22.686,3569.4
33.147,0.166,2.381,22.356,3569.5
34.169,0.166,2.379,23.282,3569.6
33.788,0.164,2.379,23.688,3569.7
34.295,0.162,2.378,25.356,3569.8
33.828,0.16,2.376,25.379,3569.9
35.055,0.156,2.373,25.836,3570.0
35.891,0.157,2.371,26.377,3570.1
35.574,0.157,2.371,26.575,3570.2
35.257,0.156,2.371,26.774,3570.3
34.602,0.158,2.372,27.163,3570.4
35.517,0.161,2.374,27.696,3570.5
36.036,0.163,2.376,27.339,3570.6
34.802,0.165,2.377,27.708,3570.7
34.9,0.167,2.378,27.67,3570.8
37.066,0.165,2.379,27.111,3570.9
36.282,0.163,2.381,27.21,3571.0
36.287,0.159,2.385,26.713,3571.1
36.295,0.159,2.389,26.062,3571.2
36.106,0.158,2.392,25.949,3571.3
37.724,0.159,2.393,25.159,3571.4
36.868,0.161,2.391,26.636,3571.5
37.656,0.162,2.389,24.74,3571.6
38.164,0.16,2.388,24.915,3571.7
38.094,0.161,2.388,25.134,3571.8
38.865,0.163,2.39,25.556,3571.9
41.224,0.168,2.396,24.363,3572.0
41.145,0.17,2.407,26.885,3572.1
43.219,0.172,2.421,26.182,3572.2
44.866,0.172,2.436,26.02,3572.3
41.617,0.173,2.448,25.61,3572.4
44.519,0.174,2.455,27.414,3572.5
45.474,0.173,2.459,27.169,3572.6
46.222,0.177,2.459,29.809,3572.7
48.136,0.181,2.457,32.072,3572.8
49.117,0.182,2.454,37.046,3572.9
48.083,0.181,2.45,38.412,3573.0
46.961,0.178,2.441,33.736,3573.1
45.407,0.174,2.429,30.917,3573.2
42.333,0.171,2.412,27.093,3573.3
39.616,0.168,2.398,29.441,3573.4
39.186,0.164,2.39,28.671,3573.5
38.402,0.164,2.39,33.245,3573.6
41.243,0.168,2.395,32.459,3573.7
42.634,0.169,2.402,32.295,3573.8
41.654,0.169,2.408,34.034,3573.9
42.793,0.169,2.415,34.327,3574.0
43.767,0.169,2.422,34.515,3574.1
45.174,0.168,2.429,35.422,3574.2
46.702,0.168,2.433,35.078,3574.3
46.135,0.169,2.431,34.811,3574.4
44.34,0.172,2.425,34.239,3574.5
44.938,0.174,2.415,29.173,3574.6
45.483,0.175,2.403,24.4,3574.7
43.815,0.175,2.391,23.068,3574.8
41.185,0.175,2.382,23.186,3574.9
40.444,0.175,2.379,24.177,3575.0
39.424,0.173,2.382,27.387,3575.1
38.286,0.172,2.383,26.822,3575.2
36.634,0.17,2.378,18.156,3575.3
33.863,0.169,2.367,16.155,3575.4
34.497,0.169,2.354,14.17,3575.5
33.876,0.168,2.345,13.9,3575.6
33.578,0.167,2.341,14.237,3575.7
34.599,0.167,2.341,14.101,3575.8
33.92,0.167,2.339,14.506,3575.9
34.881,0.166,2.337,14.788,3576.0
36.266,0.166,2.334,15.134,3576.1
35.454,0.167,2.332,14.766,3576.2
35.637,0.169,2.332,14.037,3576.3
36.545,0.17,2.333,13.719,3576.4
36.071,0.167,2.335,13.56,3576.5
36.896,0.164,2.339,13.56,3576.6
35.858,0.164,2.344,13.586,3576.7
36.464,0.162,2.35,13.644,3576.8
35.979,0.162,2.354,13.839,3576.9
35.858,0.163,2.355,13.917,3577.0
34.749,0.164,2.355,14.361,3577.1
34.816,0.166,2.355,14.645,3577.2
36.347,0.168,2.355,14.802,3577.3
34.427,0.17,2.356,14.95,3577.4
34.347,0.169,2.358,15.028,3577.5
34.722,0.168,2.36,15.195,3577.6
35.895,0.168,2.362,15.245,3577.7
37.14,0.168,2.365,15.395,3577.8
37.213,0.167,2.368,15.345,3577.9
36.059,0.163,2.372,15.683,3578.0
35.796,0.159,2.375,15.766,3578.1
36.232,0.157,2.375,15.852,3578.2
35.347,0.158,2.374,16.211,3578.3
35.61,0.162,2.374,16.359,3578.4
37.493,0.166,2.376,16.55,3578.5
36.108,0.168,2.377,16.404,3578.6
35.691,0.167,2.378,16.55,3578.7
34.624,0.162,2.38,16.584,3578.8
32.543,0.157,2.382,16.699,3578.9
33.338,0.151,2.382,16.86,3579.0
34.781,0.153,2.381,16.699,3579.1
35.175,0.154,2.38,16.872,3579.2
35.069,0.155,2.38,16.693,3579.3
34.686,0.155,2.378,16.791,3579.4
34.252,0.156,2.375,16.653,3579.5
35.247,0.157,2.371,16.756,3579.6
34.667,0.159,2.368,16.71,3579.7
34.144,0.16,2.368,16.844,3579.8
34.091,0.16,2.37,16.826,3579.9
34.229,0.16,2.371,16.954,3580.0
34.142,0.16,2.372,16.803,3580.1
34.461,0.159,2.373,16.826,3580.2
34.366,0.158,2.372,16.937,3580.3
33.199,0.158,2.369,16.943,3580.4
31.852,0.16,2.365,16.966,3580.5
34.766,0.163,2.36,16.895,3580.6
35.287,0.165,2.356,16.561,3580.7
33.02,0.165,2.352,16.287,3580.8
32.681,0.166,2.349,15.965,3580.9
32.107,0.167,2.348,15.893,3581.0
32.794,0.168,2.348,15.882,3581.1
31.546,0.17,2.347,15.672,3581.2
31.979,0.172,2.343,15.517,3581.3
32.72,0.173,2.338,15.244,3581.4
31.98,0.172,2.335,15.204,3581.5
32.409,0.171,2.335,15.086,3581.6
34.544,0.169,2.336,14.949,3581.7
33.481,0.164,2.338,14.911,3581.8
33.62,0.162,2.34,14.94,3581.9
33.88,0.164,2.343,14.98,3582.0
34.633,0.164,2.347,15.304,3582.1
34.742,0.166,2.351,15.305,3582.2
35.181,0.167,2.355,15.584,3582.3
33.488,0.168,2.358,15.538,3582.4
32.49,0.165,2.362,15.871,3582.5
33.723,0.168,2.366,15.797,3582.6
34.839,0.166,2.369,15.599,3582.7
34.786,0.165,2.372,15.616,3582.8
36.249,0.163,2.374,15.641,3582.9
36.106,0.161,2.376,15.704,3583.0
36.064,0.163,2.378,15.874,3583.1
37.016,0.169,2.379,16.528,3583.2
36.22,0.17,2.378,16.906,3583.3
37.508,0.17,2.375,17.205,3583.4
38.332,0.165,2.374,17.229,3583.5
39.89,0.163,2.375,17.241,3583.6
40.335,0.161,2.381,17.217,3583.7
37.819,0.163,2.388,17.187,3583.8
38.612,0.162,2.394,17.097,3583.9
38.783,0.161,2.395,17.073,3584.0
38.0,0.161,2.392,17.168,3584.1
37.979,0.161,2.387,16.847,3584.2
37.44,0.161,2.382,16.093,3584.3
37.161,0.159,2.377,15.333,3584.4
37.213,0.156,2.374,15.007,3584.5
36.52,0.154,2.372,14.579,3584.6
35.024,0.154,2.372,14.374,3584.7
36.532,0.156,2.374,13.292,3584.8
36.282,0.158,2.378,12.57,3584.9
36.496,0.159,2.382,11.51,3585.0
38.6,0.16,2.385,10.865,3585.1
42.375,0.161,2.388,9.449,3585.2
45.378,0.166,2.394,8.165,3585.3
49.179,0.171,2.405,8.019,3585.4
52.813,0.182,2.419,7.937,3585.5
53.842,0.193,2.434,7.498,3585.6
53.934,0.2,2.445,6.831,3585.7
55.856,0.202,2.452,6.652,3585.8
57.907,0.201,2.452,6.774,3585.9
54.889,0.199,2.446,6.808,3586.0
53.926,0.198,2.437,7.143,3586.1
54.518,0.198,2.428,7.128,3586.2
54.878,0.199,2.424,7.151,3586.3
58.382,0.201,2.426,7.026,3586.4
59.449,0.203,2.429,7.015,3586.5
57.764,0.204,2.427,7.014,3586.6
59.225,0.205,2.421,6.876,3586.7
58.45,0.206,2.411,7.068,3586.8
56.438,0.208,2.401,7.05,3586.9
57.781,0.208,2.393,7.01,3587.0
58.057,0.207,2.386,7.024,3587.1
54.226,0.205,2.381,6.985,3587.2
54.654,0.202,2.374,6.945,3587.3
54.835,0.2,2.367,7.045,3587.4
55.097,0.2,2.363,7.214,3587.5
52.583,0.201,2.365,7.22,3587.6
51.523,0.2,2.372,7.526,3587.7
51.406,0.203,2.382,7.647,3587.8
52.762,0.201,2.392,8.026,3587.9
53.107,0.199,2.398,8.249,3588.0
53.823,0.198,2.404,8.719,3588.1
54.966,0.202,2.411,8.596,3588.2
55.014,0.21,2.422,8.276,3588.3
57.354,0.214,2.435,8.202,3588.4
55.48,0.215,2.446,8.358,3588.5
54.048,0.221,2.455,9.003,3588.6
52.456,0.226,2.461,9.707,3588.7
52.945,0.228,2.464,10.619,3588.8
50.104,0.234,2.463,11.447,3588.9
47.045,0.232,2.457,10.978,3589.0
45.947,0.228,2.446,9.846,3589.1
44.965,0.226,2.429,9.228,3589.2
44.35,0.227,2.407,8.933,3589.3
43.895,0.232,2.385,9.806,3589.4
43.47,0.231,2.363,10.662,3589.5
44.198,0.227,2.339,10.475,3589.6
45.815,0.22,2.311,11.21,3589.7
46.053,0.215,2.281,11.688,3589.8
46.395,0.213,2.256,11.739,3589.9
44.509,0.212,2.238,11.361,3590.0
44.484,0.211,2.228,11.279,3590.1
43.955,0.212,2.221,11.123,3590.2
42.006,0.214,2.215,10.881,3590.3
41.457,0.218,2.211,10.916,3590.4
41.363,0.22,2.208,10.922,3590.5
41.506,0.22,2.205,10.928,3590.6
43.411,0.219,2.204,10.963,3590.7
44.94,0.217,2.203,10.94,3590.8
42.733,0.217,2.202,10.869,3590.9
43.41,0.218,2.202,10.724,3591.0
44.292,0.22,2.203,10.533,3591.1
45.187,0.223,2.204,10.405,3591.2
45.437,0.226,2.203,10.299,3591.3
45.747,0.228,2.197,10.22,3591.4
44.893,0.227,2.192,10.184,3591.5
43.672,0.224,2.191,10.225,3591.6
44.371,0.22,2.194,10.22,3591.7
45.853,0.218,2.199,10.136,3591.8
45.327,0.219,2.202,10.09,3591.9
42.869,0.222,2.203,9.973,3592.0
41.442,0.226,2.201,9.953,3592.1
42.512,0.227,2.2,9.978,3592.2
43.571,0.225,2.201,9.913,3592.3
43.156,0.22,2.202,9.953,3592.4
42.278,0.215,2.202,9.923,3592.5
43.817,0.211,2.2,10.003,3592.6
45.426,0.211,2.198,9.948,3592.7
44.814,0.211,2.198,9.923,3592.8
43.484,0.212,2.198,10.003,3592.9
42.608,0.214,2.2,9.928,3593.0
42.793,0.218,2.2,9.902,3593.1
43.615,0.223,2.199,9.814,3593.2
44.564,0.226,2.197,9.841,3593.3
43.985,0.222,2.194,9.853,3593.4
44.796,0.221,2.192,9.848,3593.5
45.45,0.217,2.194,9.902,3593.6
44.566,0.213,2.199,9.814,3593.7
44.5,0.212,2.207,9.824,3593.8
44.096,0.214,2.213,9.779,3593.9
44.384,0.217,2.217,9.688,3594.0
44.526,0.22,2.216,9.645,3594.1
44.909,0.222,2.211,9.616,3594.2
45.308,0.222,2.205,9.535,3594.3
45.366,0.222,2.199,9.458,3594.4
45.89,0.222,2.197,9.467,3594.5
46.585,0.222,2.199,9.504,3594.6
45.732,0.219,2.201,9.527,3594.7
45.639,0.221,2.202,9.547,3594.8
45.162,0.218,2.201,9.584,3594.9
43.216,0.214,2.199,9.731,3595.0
42.79,0.212,2.197,9.78,3595.1
